startTime,endTime,fdn,subNetwork,meContext,managedElement,kpiJobId,siteId,cellId,sector,easting,northing,azimuth,DL_PRB_UTIL_PCT,ACTIVE_RRC_CONN_UES,DL_CELL_THP_MBPS,AVG_CQI,AVG_SINR_DB,AVG_RSRP_DBM
2026-06-29 22:00:00,2026-06-29 22:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,75.76,197.0,238.16,8.42,12.36,-78.64
2026-06-29 22:15:00,2026-06-29 22:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,68.21,185.0,230.27,7.91,14.03,-81.18
2026-06-29 22:30:00,2026-06-29 22:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,75.09,213.0,239.66,8.2,13.89,-83.78
2026-06-29 22:45:00,2026-06-29 23:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,67.82,186.0,209.92,7.09,12.07,-79.02
2026-06-29 23:00:00,2026-06-29 23:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,61.42,171.0,211.97,8.3,14.7,-80.09
2026-06-29 23:15:00,2026-06-29 23:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,60.02,153.0,200.21,8.41,14.49,-80.81
2026-06-29 23:30:00,2026-06-29 23:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,61.77,181.0,211.67,8.13,13.07,-81.25
2026-06-29 23:45:00,2026-06-30 00:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,58.27,153.0,206.9,8.95,14.34,-81.83
2026-06-30 00:00:00,2026-06-30 00:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,51.62,126.0,189.83,8.56,14.76,-77.91
2026-06-30 00:15:00,2026-06-30 00:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,54.57,146.0,200.66,9.39,17.05,-80.44
2026-06-30 00:30:00,2026-06-30 00:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,53.3,128.0,188.25,9.08,15.25,-82.73
2026-06-30 00:45:00,2026-06-30 01:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,45.67,116.0,179.78,9.71,16.6,-79.86
2026-06-30 01:00:00,2026-06-30 01:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,48.73,150.0,188.01,8.95,15.15,-78.79
2026-06-30 01:15:00,2026-06-30 01:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,53.98,144.0,190.08,7.93,12.9,-80.29
2026-06-30 01:30:00,2026-06-30 01:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,54.3,138.0,200.49,9.08,15.68,-81.67
2026-06-30 01:45:00,2026-06-30 02:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,48.9,133.0,186.94,8.62,14.54,-81.65
2026-06-30 02:00:00,2026-06-30 02:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,52.89,137.0,190.43,8.58,14.66,-81.66
2026-06-30 02:15:00,2026-06-30 02:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,43.15,123.0,168.82,8.92,14.45,-78.24
2026-06-30 02:30:00,2026-06-30 02:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,41.21,106.0,168.3,9.95,15.81,-80.26
2026-06-30 02:45:00,2026-06-30 03:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,44.71,123.0,184.69,9.64,16.69,-82.44
2026-06-30 03:00:00,2026-06-30 03:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,55.62,143.0,206.88,9.21,15.89,-80.03
2026-06-30 03:15:00,2026-06-30 03:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,49.28,152.0,190.06,9.81,16.99,-80.19
2026-06-30 03:30:00,2026-06-30 03:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,45.28,127.0,171.89,9.67,17.39,-80.86
2026-06-30 03:45:00,2026-06-30 04:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,,,,,,
2026-06-30 04:00:00,2026-06-30 04:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,46.04,123.0,168.71,8.55,14.13,-81.67
2026-06-30 04:15:00,2026-06-30 04:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,60.07,159.0,198.75,7.55,12.61,-79.23
2026-06-30 04:30:00,2026-06-30 04:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,46.31,120.0,197.56,9.63,16.12,-79.98
2026-06-30 04:45:00,2026-06-30 05:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,41.18,106.0,166.61,8.79,14.97,-79.55
2026-06-30 05:00:00,2026-06-30 05:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,45.92,136.0,181.3,8.42,14.91,-79.97
2026-06-30 05:15:00,2026-06-30 05:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,47.44,125.0,177.63,8.98,15.12,-79.9
2026-06-30 05:30:00,2026-06-30 05:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,45.51,109.0,184.71,9.29,15.89,-80.89
2026-06-30 05:45:00,2026-06-30 06:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,67.05,174.0,220.54,8.01,12.55,-81.08
2026-06-30 06:00:00,2026-06-30 06:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,58.39,165.0,205.11,8.32,13.31,-79.09
2026-06-30 06:15:00,2026-06-30 06:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,59.86,161.0,221.67,8.58,14.61,-78.8
2026-06-30 06:30:00,2026-06-30 06:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,56.66,153.0,205.63,9.15,16.12,-82.15
2026-06-30 06:45:00,2026-06-30 07:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,57.51,164.0,204.68,8.67,14.72,-80.85
2026-06-30 07:00:00,2026-06-30 07:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,69.55,183.0,221.77,8.08,13.16,-79.79
2026-06-30 07:15:00,2026-06-30 07:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,57.43,160.0,199.81,7.77,12.39,-78.13
2026-06-30 07:30:00,2026-06-30 07:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,60.62,160.0,214.67,9.19,15.61,-78.34
2026-06-30 07:45:00,2026-06-30 08:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,68.78,191.0,230.13,7.97,13.27,-81.89
2026-06-30 08:00:00,2026-06-30 08:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,81.88,220.0,230.68,7.78,12.03,-79.53
2026-06-30 08:15:00,2026-06-30 08:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,74.72,201.0,229.09,7.11,11.83,-80.93
2026-06-30 08:30:00,2026-06-30 08:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,79.17,221.0,247.57,8.23,11.87,-79.76
2026-06-30 08:45:00,2026-06-30 09:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,78.58,219.0,249.73,7.89,12.43,-80.08
2026-06-30 09:00:00,2026-06-30 09:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,87.05,235.0,215.29,7.36,12.72,-82.96
2026-06-30 09:15:00,2026-06-30 09:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,71.45,191.0,224.17,7.75,12.59,-80.21
2026-06-30 09:30:00,2026-06-30 09:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,83.11,237.0,241.36,8.34,13.42,-79.91
2026-06-30 09:45:00,2026-06-30 10:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,79.92,221.0,242.33,7.82,13.14,-81.16
2026-06-30 10:00:00,2026-06-30 10:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,86.53,232.0,236.91,8.49,15.45,-81.62
2026-06-30 10:15:00,2026-06-30 10:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,77.31,205.0,222.26,6.91,11.69,-83.12
2026-06-30 10:30:00,2026-06-30 10:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,80.97,227.0,249.5,8.31,13.52,-80.28
2026-06-30 10:45:00,2026-06-30 11:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,81.05,221.0,241.72,7.51,13.53,-80.9
2026-06-30 11:00:00,2026-06-30 11:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,76.47,207.0,239.67,7.13,12.48,-82.25
2026-06-30 11:15:00,2026-06-30 11:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,75.96,207.0,246.46,8.41,13.75,-81.46
2026-06-30 11:30:00,2026-06-30 11:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,83.47,229.0,240.05,8.28,14.04,-81.03
2026-06-30 11:45:00,2026-06-30 12:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,,,,,,
2026-06-30 12:00:00,2026-06-30 12:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,95.33,267.0,175.21,8.17,14.01,-81.52
2026-06-30 12:15:00,2026-06-30 12:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,98.0,275.0,143.6,5.95,9.93,-83.87
2026-06-30 12:30:00,2026-06-30 12:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,97.03,267.0,168.29,7.34,11.45,-79.81
2026-06-30 12:45:00,2026-06-30 13:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,98.0,276.0,168.3,8.03,13.95,-81.57
2026-06-30 13:00:00,2026-06-30 13:15:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,98.0,266.0,161.12,7.84,13.33,-83.02
2026-06-30 13:15:00,2026-06-30 13:30:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,98.0,271.0,177.05,7.96,12.92,-84.79
2026-06-30 13:30:00,2026-06-30 13:45:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,98.0,273.0,174.81,8.1,13.68,-80.25
2026-06-30 13:45:00,2026-06-30 14:00:00,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033","SubNetwork=RootNetwork1,SubNetwork=SubNetwork1",meContext01,1,ee3d8b22-e670-40b7-b63d-8f61799131e8,655,33,1,499939.27,6000026.02,298.6,98.0,273.0,156.12,6.35,10.21,-80.86
