cellId,fdn,neighbourCellId,neighbourFdn,rank,distance_m,cosited,bearing_deg,azimuth_diff_deg
204,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd204",575,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd575",5,792.58,False,268.8,175.0
204,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd204",719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",6,911.21,False,83.8,0.0
204,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd204",559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",7,911.21,False,83.8,0.0
204,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd204",430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",8,911.21,False,83.8,0.0
734,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd734",204,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd204",1,0.0,True,,
734,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd734",666,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd666",2,0.0,True,,
734,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd734",617,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd617",3,792.58,False,268.8,65.0
734,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd734",28,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd028",4,792.58,False,268.8,65.0
734,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd734",575,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd575",5,792.58,False,268.8,65.0
734,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd734",719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",6,911.21,False,83.8,120.0
734,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd734",559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",7,911.21,False,83.8,120.0
734,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd734",430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",8,911.21,False,83.8,120.0
666,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd666",204,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd204",1,0.0,True,,
666,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd666",734,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd734",2,0.0,True,,
666,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd666",617,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd617",3,792.58,False,268.8,55.0
666,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd666",28,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd028",4,792.58,False,268.8,55.0
666,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd666",575,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=26,EUtranCellFDD=eutranCellFdd575",5,792.58,False,268.8,55.0
666,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd666",719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",6,911.21,False,83.8,120.0
666,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd666",559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",7,911.21,False,83.8,120.0
666,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd666",430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",8,911.21,False,83.8,120.0
719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",1,0.0,True,,
719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",2,0.0,True,,
719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",204,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd204",3,911.21,False,263.8,35.0
719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",734,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd734",4,911.21,False,263.8,35.0
719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",666,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd666",5,911.21,False,263.8,35.0
719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",349,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd349",6,1170.92,False,13.3,144.5
719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",160,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd160",7,1170.92,False,13.3,144.5
719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",221,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd221",8,1170.92,False,13.3,144.5
559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",1,0.0,True,,
559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",2,0.0,True,,
559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",204,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd204",3,911.21,False,263.8,85.0
559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",734,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd734",4,911.21,False,263.8,85.0
559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",666,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd666",5,911.21,False,263.8,85.0
559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",349,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd349",6,1170.92,False,13.3,24.5
559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",160,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd160",7,1170.92,False,13.3,24.5
559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",221,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd221",8,1170.92,False,13.3,24.5
430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",719,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd719",1,0.0,True,,
430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",559,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd559",2,0.0,True,,
430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",204,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd204",3,911.21,False,263.8,155.0
430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",734,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd734",4,911.21,False,263.8,155.0
430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",666,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=760,EUtranCellFDD=eutranCellFdd666",5,911.21,False,263.8,155.0
430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",349,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd349",6,1170.92,False,13.3,95.5
430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",160,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd160",7,1170.92,False,13.3,95.5
430,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=282,EUtranCellFDD=eutranCellFdd430",221,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=105,EUtranCellFDD=eutranCellFdd221",8,1170.92,False,13.3,95.5
226,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd226",460,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd460",1,0.0,True,,
226,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd226",604,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd604",2,0.0,True,,
226,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd226",33,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033",3,909.1,False,179.6,104.2
226,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd226",31,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd031",4,909.1,False,179.6,104.2
226,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd226",96,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd096",5,909.1,False,179.6,104.2
226,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd226",285,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd285",6,992.35,False,73.4,2.0
226,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd226",829,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd829",7,992.35,False,73.4,2.0
226,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd226",891,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd891",8,992.35,False,73.4,2.0
460,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd460",226,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd226",1,0.0,True,,
460,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd460",604,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd604",2,0.0,True,,
460,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd460",33,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033",3,909.1,False,179.6,15.8
460,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd460",31,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd031",4,909.1,False,179.6,15.8
460,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd460",96,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd096",5,909.1,False,179.6,15.8
460,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd460",285,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd285",6,992.35,False,73.4,122.0
460,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd460",829,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd829",7,992.35,False,73.4,122.0
460,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd460",891,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd891",8,992.35,False,73.4,122.0
604,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd604",226,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd226",1,0.0,True,,
604,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd604",460,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd460",2,0.0,True,,
604,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd604",33,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd033",3,909.1,False,179.6,135.8
604,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd604",31,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd031",4,909.1,False,179.6,135.8
604,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd604",96,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=655,EUtranCellFDD=eutranCellFdd096",5,909.1,False,179.6,135.8
604,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd604",285,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd285",6,992.35,False,73.4,118.0
604,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd604",829,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd829",7,992.35,False,73.4,118.0
604,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd604",891,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd891",8,992.35,False,73.4,118.0
285,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd285",829,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd829",1,0.0,True,,
285,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd285",891,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd891",2,0.0,True,,
285,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd285",105,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=759,EUtranCellFDD=eutranCellFdd105",3,699.33,False,350.3,117.0
285,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd285",95,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=759,EUtranCellFDD=eutranCellFdd095",4,699.33,False,350.3,117.0
285,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd285",390,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=759,EUtranCellFDD=eutranCellFdd390",5,699.33,False,350.3,117.0
285,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd285",226,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd226",6,992.35,False,253.4,20.1
285,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd285",460,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd460",7,992.35,False,253.4,20.1
285,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd285",604,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=251,EUtranCellFDD=eutranCellFdd604",8,992.35,False,253.4,20.1
829,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd829",285,"SubNetwork=RootNetwork1,SubNetwork=SubNetwork1,MeContext=meContext01,ManagedElement=1,ENodeBFunction=229,EUtranCellFDD=eutranCellFdd285",1,0.0,True,,
